Input,INTENT
I want to cancel my subscription,cncl appt
I want to cancel your appointment my problem has been solved,cncl appt
Cancel the appointment for TV start working,cncl appt
Oh I was just gonna cancel it yeah I was wondering now,cncl appt
Cancel appointment at new appointment,cncl appt
I just wanna make sure he gets not canceling,cncl appt
You can cancel it my Wi-Fi is back on,cncl appt
We need to cancel that it came back on,cncl appt
I need to cancel the install to a later date,cncl appt
I just got a phone call saying that my appointment was canceled,cncl appt
I want to cancel an appointment 4 and 1 cancel,cncl appt
I want to cancel it for Saturday broods wagered from three thirty Greenbriar road Zlatnik,cncl appt
I don't want it I want to cancel that appointment,cncl appt
I guess we can cancel that appointment,cncl appt
She cancel calling to,cncl appt
I would like to cancel this appointment,cncl appt
Would you please cancel that I've got to leave there but nobody at my house,cncl appt
Cancel appointment concern,cncl appt
Cancel department it was to be canceled last night,cncl appt
I don't need another tomorrow I'm I'm canceling,cncl appt
Canceling my account,cncl appt
The technician is late and I need to cancel,cncl appt
I wanted to cancel it,cncl appt
Oh my god told you cancel that appointment,cncl appt
To a representative speak to an agent I canceled the appointment,cncl appt
Yeah my issue was fixed so can you cancel it,cncl appt
I need them to call me when they get here for the appointment,cncl appt
Contact technician or cancel appointment,cncl appt
Want to cancel services Multifoods distribution resources,cncl appt
No I don't need help with my appointment I just need the man to come,cncl appt
To cancel your appointment,cncl appt
Um I would have been canceled because I would not be there,cncl appt
No just cancel it cancel it technician coming out,cncl appt
I like to know if I can cancel check tomorrow,cncl appt
No no no just cancel listing cancel cancel,cncl appt
No needs to be canceled canceled,cncl appt
I'd like to cancel the cable it's working now,cncl appt
I want to check on canceling,cncl appt
You can cancel the appointment I canceled it online yesterday last night,cncl appt
Cancel telephone service,cncl appt
I need to cancel my television is working,cncl appt
Accidentally canceled,cncl appt
My my TV is is faxed itself so I don't need him anymore,cncl appt
No I want to cancel what I want to cancel,cncl appt
I need to I need to cancel that appointment and no one will be at home,cncl appt
I would like to cancel it because our TV is working now,cncl appt
So I guess I need to cancel it,cncl appt
TV's working now I want to cancel appointment,cncl appt
No I'm not confirming it I'm canceling,cncl appt
Send me a text regarding cancellation,cncl appt
No cancel it,cncl appt
Yes I need to cancel the whole appointment,cncl appt
You can cancel that appointment you can cancel it,cncl appt
The TVs are staying on cancel the appointment,cncl appt
I would like to cancel I had surgery yesterday,cncl appt
I want to cancel it my current computer is working now,cncl appt
I wanna I need customer service I wanna cancel that appointment,cncl appt
Would you please cancel request,cncl appt
I like to cancel an appointment please,cncl appt
I wanted to cancel the appointment,cncl appt
I would like to cancel the appointment I need to make it another day my husband is sick,cncl appt
I need to cancel everything is working again,cncl appt
I need to cancel the appointment I have the Internet back,cncl appt
Don't need it we don't need it anymore we got it fixed,cncl appt
I don't need help with my appointment I need a representative,cncl appt
Cancel five services,cncl appt
I think I should cancel,cncl appt
I may not need anybody to come over anymore,cncl appt
Well I just got a call that was canceled for tomorrow,cncl appt
You don't need help with the appointment I want to know why,cncl appt
Cancel the appointment because the Internet came up,cncl appt
I need to cancel that it's too late,cncl appt
I want to cancel G V's working now,cncl appt
I don't need them now,cncl appt
I'd like to cancel please,cncl appt
Need to cancel it research-based,cncl appt
Hi do I need to cancel my appointment,cncl appt
Installing hello cancel the appointment,cncl appt
No TV reception in my front room big TV channel unavailable,cncl appt
I don't need help with a fucking appointment,cncl appt
I got my Internet fixed I no longer need the support and I would like to talk to a representative,cncl appt
I wanna cancel I wanna cancel,cncl appt
I need to cancel my appointment I was talking to a lady and I was cut off,cncl appt
I'd like you to cancel it,cncl appt
We do not need him you can cancel it,cncl appt
I need to cancel it culprits come back on,cncl appt
Everything is working so I'm gonna cancel appointment at this time,cncl appt
Cancel the appointment and cancel the Internet service,cncl appt
The TV is working now you can cancel the appointment,cncl appt
No I just wanted to cancel,cncl appt
Hi I want to cancel it,cncl appt
I don't need anyone,cncl appt
I need to cancel my service,cncl appt
I need to cancel won't be available,cncl appt
I need to speak with a representative I need to cancel that appointment,cncl appt
We no longer need it can we cancel,cncl appt
I want to cancel services,cncl appt
That's it don't need anything else goodbye,cncl appt
Seven seven two five cancel,cncl appt
Cancel no not cancel,cncl appt
I don't need a appointment,cncl appt
I'm glad to cancel the call is working,cncl appt
I'd like to cancel it out I got the TV working,cncl appt
Cancel appointment hi rectified TV,cncl appt
I would need to cancel my appointment,cncl appt
I'm canceling a someone call me in six minutes,cncl appt
Cancel issue resolved,cncl appt
Cancel today appointment,cncl appt
Cancel it it's working fine,cncl appt
Cancel eleven,cncl appt
I would like to cancel cancel that,cncl appt
I want I want to cancel back cancel,cncl appt
Please cancel that appointment the problem is solved,cncl appt
You can go ahead and cancel the station came on,cncl appt
I need to cancel I need to cancel,cncl appt
Why was my appointment canceled,cncl appt
Times working cancel,cncl appt
Cancel orders yes,cncl appt
Need to cancel my service and appointment,cncl appt
Cancel my appointment for tomorrow,cncl appt
Okay I need to cancel the appointment for today the TV is now working,cncl appt
We would like to cancel the appointment this service is working,cncl appt
That's all I don't think I want to do just cancel my appointment baby,cncl appt
Well okay could you just cancel that please TV is okay,cncl appt
This appointment was canceled a week ago,cncl appt
Want to cancel want to cancel,cncl appt
It cancel it cancel it's working,cncl appt
I have to cancel it today,cncl appt
I can cancel it still restored,cncl appt
I wanted to cancel,cncl appt
No well they cancel the the,cncl appt
Set-up canceling services,cncl appt
Did you cancel my appointment,cncl appt
Online says appointment has been canceled when I did not,cncl appt
Probably just cancel it TV went back to work you know Nazzaro,cncl appt
I'm not feeling good I had to cancel,cncl appt
I want to cancel because my phone's working now,cncl appt
Charlotte like to cancel the appointment,cncl appt
I need to cancel the appointment I don't need someone to come out today the TVs are working fine,cncl appt
Cancel I wanna cancel the appointment,cncl appt
I want to cancel a fix a problem,cncl appt
I need to cancel the appointment because the TV as of last night is working perfectly,cncl appt
I like to cancel I like to cancel my appointment,cncl appt
Hi specials I have appointment for January third with Cigna we should be canceled,cncl appt
How do I cancel it,cncl appt
I don't think I need it,cncl appt
Thank you but I know wait I want to cancel that appointment,cncl appt
Topics and I don't need to I don't need to I need to cancel the appointment because it's all fixed and it's not fixed,cncl appt
